Date,USD,ethereum,binance,bitcoin,tether
2022-03-11,0.999341,2559.562988,372.184052,38794.97266,1.0002
2022-03-12,0.999538,2574.75415,372.730377,38904.01172,1.000081
2022-03-13,0.999965,2518.94458,361.849823,37849.66406,1.000199
2022-03-14,1.000288,2590.696045,373.466156,39666.75391,1.000219
2022-03-15,0.999367,2620.149658,371.628845,39338.78516,1.000334
2022-03-16,0.999896,2772.055664,385.528229,41143.92969,1.000435
2022-03-17,0.999784,2814.854492,391.824738,40951.37891,1.0005
2022-03-18,0.999848,2945.343018,397.645508,41801.15625,1.000483
2022-03-19,0.999748,2946.25708,399.853546,42190.65234,1.00051
2022-03-20,0.999932,2860.459229,390.768372,41247.82422,1.000427
2022-03-21,0.999828,2897.976563,396.447815,41077.99609,1.000347
2022-03-22,0.999904,2973.131104,404.314941,42358.80859,1.000337
2022-03-23,0.999953,3031.067139,408.609772,42892.95703,1.000409
2022-03-24,0.999705,3108.062012,414.126984,43960.93359,1.0006
2022-03-25,0.999153,3106.671387,410.811157,44348.73047,1.000406
2022-03-26,0.999892,3143.178955,415.9198,44500.82813,1.000361
2022-03-27,1.000039,3291.577637,430.503265,46820.49219,1.000376
2022-03-28,1.000126,3336.634521,430.390869,47128.00391,1.000412
2022-03-29,0.999996,3401.987793,434.505676,47465.73047,1.00045
2022-03-30,0.999431,3385.157959,442.684845,47062.66406,1.000278
2022-03-31,0.999447,3281.642822,428.916107,45538.67578,1.000304
2022-04-01,0.999994,3449.552246,446.604279,46281.64453,1.000358
2022-04-02,0.999344,3445.059326,436.955353,45868.94922,1.000344
2022-04-03,1.000094,3522.833496,450.348877,46453.56641,1.000273
2022-04-04,1.000122,3521.241211,447.524933,46622.67578,1.000228
2022-04-05,0.999696,3411.79248,445.172607,45555.99219,1.000194
2022-04-06,0.999585,3171.691895,420.146362,43206.73828,1.000155
2022-04-07,1.000037,3233.274658,436.796783,43503.84766,1.000262
2022-04-08,0.999741,3192.073975,421.677246,42287.66406,1.000288
2022-04-09,1.000084,3261.91626,427.153046,42782.13672,1.000372
2022-04-10,0.999626,3211.866943,418.590668,42207.67188,1.000292
2022-04-11,0.999732,2981.052246,394.086884,39521.90234,1.000348
2022-04-12,0.999865,3030.376465,413.873932,40127.18359,1.000435
2022-04-13,0.999745,3118.344238,423.130157,41166.73047,1.000275
2022-04-14,0.999839,3019.909424,414.663727,39935.51563,1.000127
2022-04-15,0.999753,3040.916504,417.293732,40553.46484,1.000239
2022-04-16,1.000226,3062.310303,417.478455,40424.48438,1.000296
2022-04-17,0.999259,2993.40332,407.377716,39716.95313,1.000314
2022-04-18,0.999873,3057.606689,416.968414,40826.21484,1.000218
2022-04-19,0.999897,3104.106445,422.387054,41502.75,1.000343
2022-04-20,0.999847,3077.74585,418.354248,41374.37891,1.000202
2022-04-21,1.000282,2987.480713,405.021454,40527.36328,1.000157
2022-04-22,1.000199,2964.835693,406.987518,39740.32031,1.000234
2022-04-23,1.000004,2938.114014,401.652466,39486.73047,1.000228
2022-04-24,0.999963,2922.732666,399.105377,39469.29297,1.000344
2022-04-25,1.000218,3009.393555,404.350281,40458.30859,1.000145
2022-04-26,1.000127,2808.29834,385.483063,38117.46094,1.000073
2022-04-27,1.000321,2888.929688,391.445831,39241.12109,1.000153
2022-04-28,1.000029,2936.940918,406.718201,39773.82813,1.000191
2022-04-29,1.000023,2815.601807,393.062164,38609.82422,1.00002
2022-04-30,1.000295,2730.186768,377.767822,37714.875,1.000155
2022-05-01,1.000381,2827.756104,390.281982,38469.09375,1.000113
2022-05-02,1.00006,2857.4104,389.670654,38529.32813,0.999955
2022-05-03,1.000119,2783.476318,383.4758,37750.45313,1.000045
2022-05-04,1.000077,2940.644775,402.502655,39698.37109,1.000038
2022-05-05,0.999958,2749.213135,378.773621,36575.14063,0.999988
2022-05-06,1.000072,2694.979736,379.304291,36040.92188,0.999982
2022-05-07,0.999906,2636.093018,365.684113,35501.95313,0.999921
2022-05-08,1.000087,2517.459961,355.398743,34059.26563,0.999854
2022-05-09,0.999595,2245.43042,299.348938,30296.95313,0.999909
2022-05-10,0.999828,2343.510986,319.326965,31022.90625,0.999791
2022-05-11,1.000766,2072.108643,269.962769,28936.35547,0.995872
2022-05-12,1.000659,1961.701538,269.407257,29047.75195,0.997609
2022-05-13,1.000347,2014.418213,290.584198,29283.10352,0.998239
2022-05-14,1.000381,2056.273926,297.387604,30101.26563,0.99878
2022-05-15,1.000183,2145.706787,312.007721,31305.11328,0.999069
2022-05-16,1.000581,2022.725952,297.710114,29862.91797,0.998779
2022-05-17,1.000219,2090.40918,305.96344,30425.85742,0.998909
2022-05-18,0.999771,1916.656128,287.438782,28720.27148,0.998802
2022-05-19,1.000269,2018.336182,306.791565,30314.33398,0.998971
2022-05-20,0.999907,1961.315674,302.359222,29200.74023,0.998818
2022-05-21,1.000266,1974.518311,312.466034,29432.22656,0.998793
2022-05-22,1.000092,2043.170166,319.609009,30323.72266,0.999066
2022-05-23,1.000141,1972.181885,316.760559,29098.91016,0.999088
2022-05-24,1.000179,1978.982788,328.189331,29655.58594,0.999107
2022-05-25,0.999821,1944.827881,325.734802,29562.36133,0.998976
2022-05-26,0.99993,1803.91333,304.963928,29267.22461,0.998907
2022-05-27,1.000403,1724.922852,300.972046,28627.57422,0.998863
2022-05-28,1.00015,1757.941772,307.81543,28814.90039,0.999002
2022-05-29,1.000586,1812.031006,305.975067,29445.95703,0.999178
2022-05-30,1.000099,1996.441284,321.752899,31726.39063,0.999376
2022-05-31,1.00021,1942.328003,320.485107,31792.31055,0.999388
2022-06-01,1.00013,1823.569336,300.504059,29799.08008,0.99926
2022-06-02,1.000224,1834.150513,308.101776,30467.48828,0.999317
2022-06-03,1.000143,1775.078613,298.397888,29704.39063,0.99917
2022-06-04,1.000243,1801.609497,301.631134,29832.91406,0.999313
2022-06-05,1.000144,1805.204956,298.934723,29906.66211,0.999296
2022-06-06,1.000082,1859.289673,295.396027,31370.67188,0.999311
2022-06-07,1.000103,1814.04834,290.341125,31155.47852,0.999414
2022-06-08,1.000218,1793.572266,288.616089,30214.35547,0.999262
2022-06-09,1.000244,1789.82605,289.919647,30111.99805,0.999314
2022-06-10,1.000063,1665.042236,286.046692,29083.80469,0.99918
2022-06-11,1.00009,1529.663452,269.487,28360.81055,0.999025
2022-06-12,1.000049,1445.216553,255.950882,26762.64844,0.99908
2022-06-13,1.000434,1204.582764,222.505783,22487.38867,0.998594
2022-06-14,1.000728,1211.662842,223.221252,22206.79297,0.998954
2022-06-15,1.000704,1233.206421,233.396713,22572.83984,0.998942
2022-06-16,1.000368,1067.730713,209.538742,20381.65039,0.99893
2022-06-17,1.000208,1086.519287,215.8918,20471.48242,0.999036
2022-06-18,1.000315,993.63678,197.042999,19017.64258,0.998667
2022-06-19,1.000404,1127.656494,214.920532,20553.27148,0.998969
2022-06-20,1.000152,1127.642456,216.934265,20599.53711,0.998957
2022-06-21,0.999943,1124.824585,219.498627,20710.59766,0.999094
2022-06-22,1.000108,1051.421875,214.261917,19987.0293,0.999095
2022-06-23,1.000539,1143.386719,228.953751,21085.87695,0.99928
2022-06-24,0.999864,1226.844727,240.238312,21231.65625,0.999325
2022-06-25,1.000104,1243.446899,239.690659,21502.33789,0.999548
2022-06-26,0.999813,1199.831665,233.858749,21027.29492,0.999398
2022-06-27,1.000166,1193.680664,233.654022,20735.47852,0.999092
2022-06-28,1.00014,1144.579224,226.927338,20280.63477,0.998832
2022-06-29,1.000365,1098.943848,219.28447,20104.02344,0.998884
